,JULIAN LOCKWOOD
Unique nouns: 783, Total nouns: 3942
Total time: 13.722 sec,Cost per noun: 3.481 ms
ac,"['AC and DC Metering ........................................................................................................................', 'AC and DC Metering', 'This panel is used to select and monitor the \nsource of electrical power to the aircraft (both DC \non the left, and AC on the right.']",[],3
dc,"['AC and DC Metering ........................................................................................................................', 'AC and DC Metering', 'This panel is used to select and monitor the \nsource of electrical power to the aircraft (both DC \non the left, and AC on the right.']",[],3
metering,"['AC and DC Metering ........................................................................................................................', 'AC and DC Metering']",[],2
transfer,"['Transfer ...........................................................................................................................................', 'Transfer', '\n \nBAT - forces manual transfer to the standby \nelectrical buses.', 'The BUS TRANSFER switch controls the \nautomated transfer of power to the remaining \ngood generator, in the event of a failure of the \nother generator.']","['BAT - forces manual transfer', 'the \nautomated transfer']",5
standby,"['Standby Power & Generator Bus .................................................................................................... 19 \n5.', 'Standby Power & Generator Bus \n(AUTO, BAT or OFF).', 'AUTO is the normal mode \n \nand will engage the battery standby electrical \nbuses (via a relay), automatically when needed.', 'Cold and Dark to Engine Start \n \nThe following check list is a sub-set of the real procedures, and includes only the essential steps leading to engine start: \nPARKING BRAKE – ON \n \nBATTERY MASTER – ON \n \nSTANDBY POWER –', 'Parking \n \nPARKING BRAKE – ON \n \nSEATBELT SIGN - OFF \n \nTRANSPONDER – STBY \n \n(Standby) \n \n83']",[],5
power,"['Standby Power & Generator Bus .................................................................................................... 19 \n5.', 'B737-800 Series Specifications \n \nEngines:     \nModel  -----------------------------------------  2 x CFM56-7B24 turbofans \n \nPower  -----------------------------------------  2 x 24,200 lb.', 'This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center \nof gravity must be in the right places, and the engine(s) must develop the right amount of power.', 'This panel is used to select and monitor the \nsource of electrical power to the aircraft (both DC \non the left, and AC on the right.', 'Standby Power & Generator Bus \n(AUTO, BAT or OFF).', 'The Disconnect switches remove the left or right \ngenerators from providing power to the electrical \nbuses – in the event of a failure of the \ncorresponding generator.', 'The GRD PWR switch engages the use of ground \nelectrical power (via an umbilical cable) if this is \navailable.', 'The BUS TRANSFER switch controls the \nautomated transfer of power to the remaining \ngood generator, in the event of a failure of the \nother generator.', 'The APU GEN 1 and APU GEN 2 switches \n  activate the Auxiliary Power Unit electrical \ngenerators.', 'These are powered by the APU \nturbine at the rear of the aircraft, which is a \npreliminary source of power prior to engine start.', 'When the APU Bleed switch is on, the pneumatic \nsystem is pressurized using bleed air from the \nAuxiliary Power Unit (APU).', 'Cold and Dark to Engine Start \n \nThe following check list is a sub-set of the real procedures, and includes only the essential steps leading to engine start: \nPARKING BRAKE – ON \n \nBATTERY MASTER – ON \n \nSTANDBY POWER –', 'GROUND POWER – ON \n \nAPU – START', 'GROUND POWER – OFF \n \nAFT & FWD FUEL PUMPS 1 – ON \n \nAFT & FWD FUEL PUMPS 2 – ON \n \nAPU BLEED - ON \n \n67', 'OFF \n \nSTANDBY POWER – OFF \n \n85']","['power', 'electrical power', 'ground \nelectrical power']",15
generator,"['Standby Power & Generator Bus .................................................................................................... 19 \n5.', 'Standby Power & Generator Bus \n(AUTO, BAT or OFF).', 'The Disconnect switches remove the left or right \ngenerators from providing power to the electrical \nbuses – in the event of a failure of the \ncorresponding generator.', 'The BUS TRANSFER switch controls the \nautomated transfer of power to the remaining \ngood generator, in the event of a failure of the \nother generator.', 'The GEN 1 and GEN 2 switches activate the main \nelectrical generators which are fed from the \nengines (when running).', 'The APU GEN 1 and APU GEN 2 switches \n  activate the Auxiliary Power Unit electrical \ngenerators.', '\n \nAPU GENERATOR 1 – ON \n \nAPU GENERATOR 2 – ON \n \n66', 'ENGINE 2 \n \nFUEL CONTROL LEVER – UP \n \n(ON) \n \n(ENGINE) GENERATOR 1 – ON \n \n(ENGINE) GENERATOR 2 – ON \n \nAPU GENERATOR 1 – OFF \n \nAPU GENERATOR 2 – OFF \n \n71', '(ENGINE) GENERATOR 1 – OFF \n \n(ENGINE) GENERATOR 2 – OFF \n \nFUEL CONTROL LEVERS – DOWN (OFF) \n \n84']","['the \ncorresponding generator', 'the remaining \ngood generator', 'the \nother generator']",16
bus,"['Standby Power & Generator Bus .................................................................................................... 19 \n5.', '\n \n   \nThis panel controls the standby electrical buses \n4.', 'Standby Power & Generator Bus \n(AUTO, BAT or OFF).', 'AUTO is the normal mode \n \nand will engage the battery standby electrical \nbuses (via a relay), automatically when needed.', '\n \nBAT - forces manual transfer to the standby \nelectrical buses.', '\n \nOFF - standby electrical buses are not powered.', 'The Disconnect switches remove the left or right \ngenerators from providing power to the electrical \nbuses – in the event of a failure of the \ncorresponding generator.', 'The BUS TRANSFER switch controls the \nautomated transfer of power to the remaining \ngood generator, in the event of a failure of the \nother generator.']",[],8
....................................................................................................,['Standby Power & Generator Bus .................................................................................................... 19 \n5.'],[],1
fuel,"['Fuel ..................................................................................................................................................', '45 \nFuel Control Levers .............................................................................................................................', '55 \nFuel Calculation ...........................................................................................................................................', 'Setting the Weight, Balance and Fuel in X-Plane ....................................................................................', 'thrust \n \n     \nFuel:', 'Fuel  -----------------------------------------', 'Jet A-1 \n \nFuel Burn (average)  -----------------------------------------  5,700 lbs. per hour \n \n     \nWeights and Capacities:     \nMax.', 'Views and Controls \n \nThe X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: \nFlight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation \naids, radios, autopilot, interior and exterior lighting, and fuel systems.', 'The B737-800 is equipped \nwith a “Fuel Flow lever” for \neach engine.', 'These are \nmanually actuated by the \nflight crew to introduce fuel \nto the engines during the \nstart procedure.', 'Fuel', 'This panel controls the fuel flow and fuel \npumps.', 'The Fuel Temp gauge reports the \ntemperature of the fuel in tank #1.', 'Fuel is \nheated using the engine oil, to minimize \nicing potential.', 'The lower portion of this panel is \narranged schematically, and the fuel \npump switches represent the actual \nlocation of the pumps in the aircraft.', 'These switches control the fuel pumps \nfor tanks 1 (left), 2 (right), and the center \ntank.', 'When open, either \nof the engines may source fuel from any \ntank.', 'Measured by an external probe \n \n \n2  N1  N1 Fan rotation speed, as a percentage of maximum \n \n \n3  EGT  Exhaust Gas Temperature \n \n \n4  FF  Fuel Flow (in lbs.', ' \n \n7  Fuel Quantity (Per  Fuel quantity remaining in the LEFT, CENTER and RIGHT tank respectively (in \nTank)  lbs.', '8  Fuel Quantity (Total)', 'Total fuel quantity remaining (in lbs.', 'N2 Fan rotation speed, as a percentage of maximum \n \n \n2  FF  Fuel Flow (in lbs.', '\n \nFuel Control Levers', 'The Fuel Control Levers \nare manually actuated by \nthe pilot to introduce fuel \ninto the engines, or cut-off \nfuel from the engines.', 'During startup, the pilot \nmoves the lever to the up \nposition to introduce fuel \nwhen the jet turbine has \nachieved the desired \nrotation speed.', 'During shutdown, the pilot \nmoves the lever to the \ndown position to close the \nsupply of fuel to the \nengine.', 'Flight Planning \n \nFlight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, \nAir Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).', 'Fuel Calculation \n \nNote: All calculations here are based on the X-Plane B737-800, and NOT the real-life B737-800.', 'Add 500 lbs. of fuel for every 10-minutes of taxi-time.', 'Fuel  Fuel  Wing  Wing  Tank  Fwd  Mid  Aft', 'Fuel  (lbs.)', ' \nSetting the Weight, Balance and Fuel in X-Plane \n \nAfter calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure \nthe weight, balance and fuel for your upcoming flight.', 'Select the B737-800 from the flight menu, and click on the ‘Customize’ button, \nfollowed by the ‘Weight, Balance & Fuel’ button.', 'Now input the Center of Gravity, Payload Weight, Fuel Weight (Fuel Tank 1) and \nFuel Weight (Fuel Tank 2) and Fuel Weight (Fuel Tank 3).', 'GROUND POWER – OFF \n \nAFT & FWD FUEL PUMPS 1 – ON \n \nAFT & FWD FUEL PUMPS 2 – ON \n \nAPU BLEED - ON \n \n67', 'ENGINE 1 \n \n FUEL CONTROL LEVER – UP  \n \n(ON) \n \n69', 'ENGINE 2 \n \nFUEL CONTROL LEVER – UP \n \n(ON) \n \n(ENGINE) GENERATOR 1 – ON \n \n(ENGINE) GENERATOR 2 – ON \n \nAPU GENERATOR 1 – OFF \n \nAPU GENERATOR 2 – OFF \n \n71', '(ENGINE) GENERATOR 1 – OFF \n \n(ENGINE) GENERATOR 2 – OFF \n \nFUEL CONTROL LEVERS – DOWN (OFF) \n \n84', 'HYDRAULIC PUMPS A & B – OFF \n \nELECTRICAL PUMPS A & B – OFF \n \nAFT & FWD FUEL PUMPS 1 – OFF \n \nAFT & FWD FUEL PUMPS 2 –']","['the fuel', 'fuel']",70
..................................................................................................................................................,['Fuel ..................................................................................................................................................'],[],1
ice,"['Ice & Rain Protection ......................................................................................................................', 'Ice & Rain Protection', 'Switches at the bottom of this panel are provided \nfor the wing (electrical) anti-ice, and engine intake \nanti-ice heaters.', 'The pneumatic system provides air for engine \nstarting, air conditioning packs and the wing anti-\nice boots.', 'The Wing Anti-ice switches direct bleed air to the \nleft and right de-icing boots at the leading edge of \nthe wings.']",['ice'],5
rain,"['Ice & Rain Protection ......................................................................................................................', 'Ice & Rain Protection']",[],2
protection,"['Ice & Rain Protection ......................................................................................................................', 'Ice & Rain Protection']",[],2
temperature,"['Temperature Control ......................................................................................................................', 'The Fuel Temp gauge reports the \ntemperature of the fuel in tank #1.', 'Temperature Control', 'This panel monitors and controls the cabin \ntemperature.', 'The rotary control at the top-right is used to select \nthe region of the cabin to be monitored, with the \nassociated temperature being displayed by the \ngauge to at the upper-left.', 'the panel set the temperature of (left to right) the \nflight deck, forward cabin, and aft cabin.', 'When ON is \nselected, this engages NORMAL mode – the EEC \nuses the current flight conditions (temperature, \npressure and other data) to protect from \nexceeding the redline value for N1 (the low-\npressure compressor fan).', 'Upper EICAS (Engine Indications and Crew Alerting System) Display \n \n \n \n \n1  TAT  Total Air Temperature:', 'Measured by an external probe \n \n \n2  N1  N1 Fan rotation speed, as a percentage of maximum \n \n \n3  EGT  Exhaust Gas Temperature \n \n \n4  FF  Fuel Flow (in lbs.', 'Engine and gearbox oil temperature (in degrees Celsius) \n \n \n5  OIL QTY  Engine and gearbox oil quantity remaining (in quarts) \n \n   \n6  VIB  Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).']","['the \ntemperature', 'the cabin \ntemperature', 'the \nassociated temperature', 'the temperature', 'temperature', 'gearbox oil temperature']",10
pneumatics,"['Pneumatics ......................................................................................................................................', 'Pneumatics \nwhich can be supplied by the engines, APU or a \n \nground source.']",[],2
hydraulics,['Hydraulics ......................................................................................................................................'],[],1
aft,"['Aft Overhead Panel .................................................................................................................................', 'Aft Overhead Panel', 'The aft overhead panel comprises a collection of smaller panels that manage the aircraft’s electrical, pneumatic, lighting, \npressurization, engine start, and other systems.', 'Fuel  Fuel  Wing  Wing  Tank  Fwd  Mid  Aft', 'Aft  (lbs.)', 'GROUND POWER – OFF \n \nAFT & FWD FUEL PUMPS 1 – ON \n \nAFT & FWD FUEL PUMPS 2 – ON \n \nAPU BLEED - ON \n \n67', 'HYDRAULIC PUMPS A & B – OFF \n \nELECTRICAL PUMPS A & B – OFF \n \nAFT & FWD FUEL PUMPS 1 – OFF \n \nAFT & FWD FUEL PUMPS 2 –']",[],19
emergency,"['Emergency Locator Transmitter (ELT) .............................................................................................', 'The EMERGENCY EXIT LIGHTS guarded switch \ncontrols the state of these lights.', 'Emergency Locator Transmitter (ELT)', 'This panel is used to control the activation status \nof the Emergency Locator Transmitter (ELT).']",[],4
locator,"['Emergency Locator Transmitter (ELT) .............................................................................................', 'Emergency Locator Transmitter (ELT)', 'This panel is used to control the activation status \nof the Emergency Locator Transmitter (ELT).']",[],3
transmitter,"['Emergency Locator Transmitter (ELT) .............................................................................................', 'Emergency Locator Transmitter (ELT)', 'This panel is used to control the activation status \nof the Emergency Locator Transmitter (ELT).']",[],3
elt,"['Emergency Locator Transmitter (ELT) .............................................................................................', 'Emergency Locator Transmitter (ELT)', 'This panel is used to control the activation status \nof the Emergency Locator Transmitter (ELT).', 'When in the (guarded) ARM position, the ELT will \nactivate automatically in the event an impact is \ndetected.', 'When in the ON position, the ELT activates \nimmediately.', 'The annunciator is illuminated when the ELT is \noperating.']",[],6
dome,"['Dome Light ......................................................................................................................................', 'Dome Light']",[],2
light,"['Dome Light ......................................................................................................................................', 'This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.', 'The external landing lights are controlled by the switches at the left side of this panel.', 'The two left-most switches control the (wing) \noutboard lights, and the two right-most the (wing) inboard lights.', 'The anti-collision lights are controlled by the switches at the right side of this panel.', 'The EMERGENCY EXIT LIGHTS guarded switch \ncontrols the state of these lights.', 'When ARMED, \nthe lights will illuminate automatically.', 'When ON, \nthe lights are illuminated immediately.', 'Dome Light', 'Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to  and a high degree of trim has \nTEST.', 'Use the toggle switch \nlocated between the \nfrequency displays to \nselect the active frequency \n(indicated by a green light)', 'Wait for Blue Light illumination on \nAPU panel.', 'Before Takeoff \n \nALTIMETER - SET \n \nTRANSPONDER – ALT ON \n \nLANDING LIGHTS – ON \n \n(TAXI LIGHTS – OFF)']","['Every annunciator light', 'a green light']",17
......................................................................................................................................,"['Dome Light ......................................................................................................................................', '32 \nAltitude Pre-Set ................................................................................................................................... 32 \nAltitude Scale ......................................................................................................................................']",[],2
audio,"['Audio Control ..................................................................................................................................', '47 \nAudio Control ......................................................................................................................................', 'Audio Control', 'The illuminated ‘rotaries’ below the buttons \nbehave as toggle switches, and are used to \nactivate, or deactivate the associated audio \nsource.', 'See: Audio Control \n \n \nNAV Radios', 'See: Audio Control and', 'See: Audio Control \n \n47']",[],8
electronic,"['Electronic Engine Control (EEC) ......................................................................................................', '28 \nElectronic Horizontal Situation Indicator (EHSI) .................................................................................', '33 \nElectronic Horizontal Situation Indicator (EHSI) Components ..........................................................', '34 \nElectronic Horizontal Situation Indicator (EHSI)', '(Electronic Flight \nInstrument \nSystem) Control \nPanel \n \n \nEngine \nInstrument Panel \n/ Autopilot Panel \n \n \n \nCo-Pilot’s EFIS', '(Electronic Flight \nInstrument \nSystem) Control \nPanel \n \n \n10', '\n \n   \nThis panel controls the Electronic Engine Control \n4.', 'Electronic Engine Control (EEC) \nsystem mode.', 'The EEC buttons provide control over the \nElectronic Engine Control system.', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)', ' \nElectronic Horizontal Situation Indicator (EHSI)', 'The EHSI is covered in detail \nin a separate chapter:  \n \nElectronic Horizontal Situation \nIndicator (EHSI)', 'Electronic Horizontal Situation Indicator (EHSI) Components \n \n \nGS: Ground Speed \n1  GS / TAS /', 'Electronic Horizontal Situation Indicator (EHSI)']",[],14
engine,"['Electronic Engine Control (EEC) ......................................................................................................', '38 \nUpper EICAS (Engine Indications and Crew Alerting System) Display ................................................ 39', 'Lower EICAS (Engine Indications and Crew Alerting System) Display ................................................', 'Cold and Dark to Engine Start .................................................................................................................', 'Production of the \noriginal variant (designated 100) \nbegan in 1966, with capacity for 85 \npassengers, five-abreast seating, \nand powered by two Pratt & Whitney \nJT8D-15 low-bypass turbofan \nengines, situated beneath the wings.', 'The new models were heavily revised, and featured winglets for increased lift and range, and CFM International \nCFM56-3C-1 high-bypass turbofan engines.', 'Modifications to the landing gear to incorporate the larger engines was required.', 'These \naircraft featured FADEC controlled CFM56-7 high-bypass turbofan engines, larger and more efficient wings (without winglets in \nsome cases), a strengthened fuselage, revised avionics, and a higher cruise speed.', 'These aircraft are equipped with split winglets and powered by the \nCFM International LEAP high-bypass turbofan engines.', 'B737-800 Series Specifications \n \nEngines:     \nModel  -----------------------------------------  2 x CFM56-7B24 turbofans \n \nPower  -----------------------------------------  2 x 24,200 lb.', '(Electronic Flight \nInstrument \nSystem) Control \nPanel \n \n \nEngine \nInstrument Panel \n/ Autopilot Panel \n \n \n \nCo-Pilot’s EFIS', 'The B737-800 is equipped \nwith dual thrust levers – \nwhich control the thrust \ngenerated by the left and \nright engines respectively.', 'The B737-800 is equipped \nwith a “Fuel Flow lever” for \neach engine.', 'These are \nmanually actuated by the \nflight crew to introduce fuel \nto the engines during the \nstart procedure.', 'Forward Overhead Panel \n \nThe forward overhead panel comprises a collection of smaller panels that manage the aircraft’s electrical, pneumatic, lighting, \npressurization, engine start, and other systems.', 'The GEN 1 and GEN 2 switches activate the main \nelectrical generators which are fed from the \nengines (when running).', 'These are powered by the APU \nturbine at the rear of the aircraft, which is a \npreliminary source of power prior to engine start.', 'Fuel is \nheated using the engine oil, to minimize \nicing potential.', 'When open, either \nof the engines may source fuel from any \ntank.', 'Under normal circumstances, the \nleft engine is fed by the left, and center \ntanks, and the right engine by the right \nand center tanks.', 'APU and Engine start / External Lights', 'This panel supports two main functions: APU and Engine start, and control of the external taxi, runway, and collision lights.', 'The engine ignition system in use is controlled by the switch located between the two engine start rotaries.', 'Engine start is accomplished by turning the left or right engine rotary control to GND until the start sequence has been completed \n(covered in detail in the checklists later in this guide).', 'Once the engine has been started, this switch is normally set to AUTO,', 'This prevents a possible engine flame-out.', 'Switches at the bottom of this panel are provided \nfor the wing (electrical) anti-ice, and engine intake \nanti-ice heaters.', 'Pneumatics \nwhich can be supplied by the engines, APU or a \n \nground source.', 'The pneumatic system provides air for engine \nstarting, air conditioning packs and the wing anti-\nice boots.', 'Hydraulics \n \n \nPressure to the two hydraulic systems (A and B) \nmay be provided from engine-driven, and \nelectrical-driven pumps.', '\n \nHydraulic system ‘A’ may be sourced from \nengine-driven pump #1, or electrical-driven pump \n#2, or both.', '\n \nHydraulic system ‘B’ may be sourced from \nengine-driven pump #2, or electrical-driven pump \n#1, or both.', 'The aft overhead panel comprises a collection of smaller panels that manage the aircraft’s electrical, pneumatic, lighting, \npressurization, engine start, and other systems.', '\n \n   \nThis panel controls the Electronic Engine Control \n4.', 'Electronic Engine Control (EEC) \nsystem mode.', 'The ‘Engine Control’ annunciators illuminate when \na malfunction is detected in the electronic engine \ncontrol system, or the flight conditions data \nrequired by this system is compromised.', 'The EEC buttons provide control over the \nElectronic Engine Control system.', 'When in the NORMAL (guarded) position, the \nflight recorder operates anytime the engines are \nrunning.', 'When in the TEST position, the flight recorder \noperates regardless of engine status.', 'Use the outer \nrotary to select the engine \nto which this applies.', 'Upper EICAS (Engine Indications and Crew Alerting System) Display \n \n \n \n \n1  TAT  Total Air Temperature:', '5  Engine Annunciators \n \n   \n6  General Annunciators   \n \n39', 'Lower EICAS (Engine Indications and Crew Alerting System) Display \n \n \n \n \n1  N2', 'per hour x 1000) \n \n \n3  OIL PRESS  Engine and gearbox oil pressure (in psi) \n \n \n4  OIL TEMP', 'Engine and gearbox oil temperature (in degrees Celsius) \n \n \n5  OIL QTY  Engine and gearbox oil quantity remaining (in quarts) \n \n   \n6  VIB  Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).', 'The Fuel Control Levers \nare manually actuated by \nthe pilot to introduce fuel \ninto the engines, or cut-off \nfuel from the engines.', 'During shutdown, the pilot \nmoves the lever to the \ndown position to close the \nsupply of fuel to the \nengine.', 'Cold and Dark to Engine Start \n \nThe following check list is a sub-set of the real procedures, and includes only the essential steps leading to engine start: \nPARKING BRAKE – ON \n \nBATTERY MASTER – ON \n \nSTANDBY POWER –', 'HYDRAULIC PUMPS A & B – ON \n \nELECTRICAL PUMPS A & B – ON \n \nENGINE 1 – GRD (GROUND) \n \n68', 'ENGINE 1 \n \n FUEL CONTROL LEVER – UP  \n \n(ON) \n \n69', 'ENGINE 2 – GRD (GROUND)', 'ENGINE 2 \n \nFUEL CONTROL LEVER – UP \n \n(ON) \n \n(ENGINE) GENERATOR 1 – ON \n \n(ENGINE) GENERATOR 2 – ON \n \nAPU GENERATOR 1 – OFF \n \nAPU GENERATOR 2 – OFF \n \n71', '(ENGINE) GENERATOR 1 – OFF \n \n(ENGINE) GENERATOR 2 – OFF \n \nFUEL CONTROL LEVERS – DOWN (OFF) \n \n84']","['each engine', 'the \nleft engine', 'the right engine', 'the engine', 'engine', 'the \nengine']",65
eec,"['Electronic Engine Control (EEC) ......................................................................................................', 'Electronic Engine Control (EEC) \nsystem mode.', 'The EEC buttons provide control over the \nElectronic Engine Control system.', 'When ON is \nselected, this engages NORMAL mode – the EEC \nuses the current flight conditions (temperature, \npressure and other data) to protect from \nexceeding the redline value for N1 (the low-\npressure compressor fan).', 'In ALTN (alternate) \nmode, the EEC uses the last valid flight conditions \n(before becoming compromised) to accomplish \nthis task.']",[],5
......................................................................................................,"['Electronic Engine Control (EEC) ......................................................................................................', '29 \nInstrument Lighting Control Panel ......................................................................................................']",[],2
primary,"['26 \nPrimary Instrument Panels .....................................................................................................................', 'Pilot’s Primary \nInstrument Panel \n \n \nThrust Lever \nQuadrant and \nCenter Console', 'Co-Pilot’s \nPrimary \nInstrument Panel \n \n \nPilot’s EFIS']",[],3
instrument,"['26 \nPrimary Instrument Panels .....................................................................................................................', '29 \nInstrument Lighting Control Panel ......................................................................................................', 'Pilot’s Primary \nInstrument Panel \n \n \nThrust Lever \nQuadrant and \nCenter Console', 'Co-Pilot’s \nPrimary \nInstrument Panel \n \n \nPilot’s EFIS', '(Electronic Flight \nInstrument \nSystem) Control \nPanel \n \n \nEngine \nInstrument Panel \n/ Autopilot Panel \n \n \n \nCo-Pilot’s EFIS', '(Electronic Flight \nInstrument \nSystem) Control \nPanel \n \n \n10', 'This will assist in locating the necessary instruments and controls later, when working \nthrough the aircraft check lists, and flying the aircraft.', 'Redundant Landing Gear Annunciators \n \nA separate set of annunciators that indicate the \nstatus of the landing gear - to provide redundancy \nin the event the primary annunciators (on the \nmain instrument panel) fail.', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)', 'This \ninformation is crucial in \n“instrument conditions” - when \nthe outside horizon is not \nvisible.', 'This instrument provides \nredundancy in the event of a \nfailure of the primary EADI and \nEHSI and combines the \nfunctions of both into a single \nunit.', '   \nInstrument Lighting Control Panel', 'This panel contains a series of \n  rotary controls that adjust the \ninstrument lighting.', '\n \nMAIN PANEL controls the \nbacklighting to the upper and \nlower instrument panels.', 'BACKGROUND controls the \nbrightness of the lower \ninstrument panel flood lighting.', '\n \nADFS FLOOD controls the \n  brightness of the upper \n  instrument panel flood lighting.', 'This instrument displays the \ncurrent time, and (flight) \nelapsed time.']",['This instrument'],18
panels,"['26 \nPrimary Instrument Panels .....................................................................................................................', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)']","['smaller panels', 'these panels', 'This panels', 'lower instrument panels', 'Control panels']",2
attitude,"['28 \nElectronic Attitude Director Indicator (EADI)......................................................................................', 'Electronic Attitude Director Indicator (EADI) Components ..............................................................', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)', 'The EADI \ndisplays the attitude of the \naircraft relative to the horizon, \nand the altitude (above sea \nlevel) - via the scale on the \nright.', 'The attitude display informs \nthe pilot whether the aircraft is \nflying straight, or turning, and \nwhether the aircraft is climbing, \nor descending.', 'The EADI is covered in detail \nin a separate chapter:  \n \nElectronic Attitude Director \nIndicator (EADI)', 'Electronic Attitude Director Indicator (EADI)', 'The CWS buttons are used to engage Control Wheel Steering mode, whereby the \nautopilot will allow the pilot to make inputs using the control wheel, after which it \nwill hold the resulting attitude.', 'The flight-crew can manually fly the aircraft according to the flight plan - by \naligning the attitude indicator with the Flight Director pitch and bank command \nbars.']","['the attitude', 'the resulting attitude']",10
director,"['28 \nElectronic Attitude Director Indicator (EADI)......................................................................................', 'Electronic Attitude Director Indicator (EADI) Components ..............................................................', '\nFlight Director Horizontal Deviation Bar .............................................................................................', '33 \nFlight Director Vertical Deviation Bar .................................................................................................', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)', 'The EADI is covered in detail \nin a separate chapter:  \n \nElectronic Attitude Director \nIndicator (EADI)', 'Electronic Attitude Director Indicator (EADI)', 'Altitude Scale   \n \n \nFlight Director \n7', 'Current Airspeed   \n \n \n13  Flight Director Vertical', 'Use this switch to toggle the ‘Flight Director’ display on, or off for the first-officer’s \nEADI.', 'The flight director computes and displays the proper pitch and bank angles \n12   Flight Director  required for the aircraft to follow the desired flight plan.', 'The flight-crew can manually fly the aircraft according to the flight plan - by \naligning the attitude indicator with the Flight Director pitch and bank command \nbars.', '\n \n \nUse this switch to toggle the ‘Flight Director’ display on, or off for the first-officer’s \nEADI.', 'The flight director computes and displays the proper pitch and bank angles \n22   Flight Director  required for the aircraft to follow the desired flight plan.', 'Tune the ILS on both \nNAV1 and NAV2 \nreceivers \n \nSet the ILS front course \non both CRS1 and \nCRS2 selectors \n \nCheck both Flight \nDirector switches (FD1 \nand FD2) are ON']",[],18
indicator,"['28 \nElectronic Attitude Director Indicator (EADI)......................................................................................', '28 \nElectronic Horizontal Situation Indicator (EHSI) .................................................................................', 'Electronic Attitude Director Indicator (EADI) Components ..............................................................', '33 \nElectronic Horizontal Situation Indicator (EHSI) Components ..........................................................', '34 \nElectronic Horizontal Situation Indicator (EHSI)', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)', 'The EADI is covered in detail \nin a separate chapter:  \n \nElectronic Attitude Director \nIndicator (EADI)', ' \nElectronic Horizontal Situation Indicator (EHSI)', 'The EHSI is covered in detail \nin a separate chapter:  \n \nElectronic Horizontal Situation \nIndicator (EHSI)', '\nRed indicators are warnings, amber indicators are cautions, and green indicators are for   \ninformation.', 'Electronic Attitude Director Indicator (EADI)', 'Electronic Horizontal Situation Indicator (EHSI) Components \n \n \nGS: Ground Speed \n1  GS / TAS /', 'Electronic Horizontal Situation Indicator (EHSI)', 'The flap indicator dial \nshows the current wing-\nflap position.', 'Use the Rudder rotary \ncontrol for yaw trim – in \naccordance with the rudder \ntrim indicator.', 'The flight-crew can manually fly the aircraft according to the flight plan - by \naligning the attitude indicator with the Flight Director pitch and bank command \nbars.']","['trim indicator', 'the attitude indicator']",19
eadi,"['28 \nElectronic Attitude Director Indicator (EADI)......................................................................................', 'Backup EADI/EHSI ...............................................................................................................................', 'Electronic Attitude Director Indicator (EADI) Components ..............................................................', 'Primary Instrument Panels \n \n \n   \nElectronic Attitude Director Indicator (EADI)', 'The EADI \ndisplays the attitude of the \naircraft relative to the horizon, \nand the altitude (above sea \nlevel) - via the scale on the \nright.', 'The EADI also displays \nlocalizer and glideslope \ndeviation, when coupled to an \nILS approach.', 'The EADI is covered in detail \nin a separate chapter:  \n \nElectronic Attitude Director \nIndicator (EADI)', 'Components \n \n \n \n \nBackup EADI/EHSI', 'This instrument provides \nredundancy in the event of a \nfailure of the primary EADI and \nEHSI and combines the \nfunctions of both into a single \nunit.', 'The backup EADI/EHSI is \npowered by a separate \nelectrical source.', '\n \nOUTBO DU controls the \nbrightness of the EADI.', 'Electronic Attitude Director Indicator (EADI)', 'Selects the additional display of EADI altitude in meters \n \n \n3  Baro Rotary', 'Selects a minimum altitude reference - displayed on the EADI altitude scale \nSelector \n \n \n8  VOR 1  Enables navigation using the VOR tuned by the NAV 1 radio.', 'Use this switch to toggle the ‘Flight Director’ display on, or off for the first-officer’s \nEADI.', '\n \n \nUse this switch to toggle the ‘Flight Director’ display on, or off for the first-officer’s \nEADI.']",[],17
